cause,effect,lag_bin,cause_type,effect_type,conditional_probability
12-16,0-60,180-365,Hemoglobin,Diastolic Blood Pressure,0.0048780487804878
12-16,0-60,365-730,Hemoglobin,Diastolic Blood Pressure,0.0048780487804878
12-16,0-60,730-inf,Hemoglobin,Diastolic Blood Pressure,0.0097560975609756
12-16,120-140,180-365,Hemoglobin,Systolic Blood Pressure,0.0097560975609756
12-16,120-140,365-730,Hemoglobin,Systolic Blood Pressure,0.0048780487804878
12-16,120-140,730-inf,Hemoglobin,Systolic Blood Pressure,0.0390243902439024
12-16,140-inf,730-inf,Hemoglobin,Systolic Blood Pressure,0.0097560975609756
12-16,150-170,180-365,Hemoglobin,Body Height,0.0097560975609756
12-16,150-170,365-730,Hemoglobin,Body Height,0.0146341463414634
12-16,150-170,730-inf,Hemoglobin,Body Height,0.0439024390243902
12-16,170-190,180-365,Hemoglobin,Body Height,0.0048780487804878
12-16,170-190,730-inf,Hemoglobin,Body Height,0.0292682926829268
12-16,50-70,180-365,Hemoglobin,Body Weight,0.0097560975609756
12-16,50-70,365-730,Hemoglobin,Body Weight,0.0097560975609756
12-16,50-70,730-inf,Hemoglobin,Body Weight,0.0390243902439024
12-16,60-80,365-730,Hemoglobin,Diastolic Blood Pressure,0.0048780487804878
12-16,60-80,730-inf,Hemoglobin,Diastolic Blood Pressure,0.0146341463414634
12-16,70-90,180-365,Hemoglobin,Body Weight,0.0048780487804878
12-16,70-90,365-730,Hemoglobin,Body Weight,0.0048780487804878
12-16,70-90,730-inf,Hemoglobin,Body Weight,0.0341463414634146
12-16,80-90,730-inf,Hemoglobin,Diastolic Blood Pressure,0.0146341463414634
12-16,90-120,180-365,Hemoglobin,Systolic Blood Pressure,0.0048780487804878
12-16,90-120,365-730,Hemoglobin,Systolic Blood Pressure,0.0097560975609756
12-16,90-120,730-inf,Hemoglobin,Systolic Blood Pressure,0.024390243902439
12-16,90-inf,180-365,Hemoglobin,Diastolic Blood Pressure,0.0097560975609756
12-16,90-inf,365-730,Hemoglobin,Diastolic Blood Pressure,0.0048780487804878
12-16,90-inf,730-inf,Hemoglobin,Diastolic Blood Pressure,0.0341463414634146
12-16,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,Hemoglobin,condition,0.0048780487804878
12-16,Acute Cholecystitis,0-7,Hemoglobin,condition,0.0048780487804878
12-16,Acute bronchitis (disorder),730-inf,Hemoglobin,condition,0.0048780487804878
12-16,Acute viral pharyngitis (disorder),730-inf,Hemoglobin,condition,0.0048780487804878
12-16,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,Hemoglobin,immunization,0.0195121951219512
12-16,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,365-730,Hemoglobin,immunization,0.0097560975609756
12-16,Cholelithiasis,0-7,Hemoglobin,condition,0.0048780487804878
12-16,Full-time employment (finding),180-365,Hemoglobin,condition,0.0048780487804878
12-16,Full-time employment (finding),730-inf,Hemoglobin,condition,0.0195121951219512
12-16,Gingival disease (disorder),365-730,Hemoglobin,condition,0.0048780487804878
12-16,Gingival disease (disorder),730-inf,Hemoglobin,condition,0.0097560975609756
12-16,Gingivitis (disorder),365-730,Hemoglobin,condition,0.0048780487804878
12-16,Gingivitis (disorder),730-inf,Hemoglobin,condition,0.0292682926829268
12-16,History of coronary artery bypass grafting (situation),730-inf,Hemoglobin,condition,0.0048780487804878
12-16,Hyperlipidemia,730-inf,Hemoglobin,condition,0.0048780487804878
12-16,Influenza  seasonal  injectable  preservative free,180-365,Hemoglobin,immunization,0.0146341463414634
