cause,effect,lag_bin,cause_type,effect_type,conditional_probability
107-inf,0-1,0-7,Chloride,Creatinine,0.0081329729217053
107-inf,0-1,7-14,Chloride,Creatinine,0.0036515388628064
107-inf,0-1,14-30,Chloride,Creatinine,0.006330914781619
107-inf,0-1,30-60,Chloride,Creatinine,0.0076350358040498
107-inf,0-1,60-90,Chloride,Creatinine,0.0038649404846587
107-inf,0-1,90-180,Chloride,Creatinine,0.0014938113529662
107-inf,0-1,730-inf,Chloride,Creatinine,0.0038649404846587
107-inf,0-150,14-30,Chloride,Body Height,2.371129131692512e-05
107-inf,0-150,30-60,Chloride,Body Height,2.371129131692512e-05
107-inf,0-150,60-90,Chloride,Body Height,2.371129131692512e-05
107-inf,0-150,90-180,Chloride,Body Height,7.113387395077535e-05
107-inf,0-150,180-365,Chloride,Body Height,0.00030824678712
107-inf,0-150,365-730,Chloride,Body Height,0.0002608242044861
107-inf,0-150,730-inf,Chloride,Body Height,0.0003319580784369
107-inf,0-35,0-7,Chloride,Carbon Dioxide,0.0150803812775643
107-inf,0-35,7-14,Chloride,Carbon Dioxide,0.0048371034286527
107-inf,0-35,14-30,Chloride,Carbon Dioxide,0.0087968890785792
107-inf,0-35,30-60,Chloride,Carbon Dioxide,0.0106700810926163
107-inf,0-35,60-90,Chloride,Carbon Dioxide,0.0045999905154834
107-inf,0-35,90-180,Chloride,Carbon Dioxide,0.001564945226917
107-inf,0-35,730-inf,Chloride,Carbon Dioxide,0.0078247261345852
107-inf,0-50,14-30,Chloride,Body Weight,2.371129131692512e-05
107-inf,0-50,30-60,Chloride,Body Weight,2.371129131692512e-05
107-inf,0-50,60-90,Chloride,Body Weight,2.371129131692512e-05
107-inf,0-50,90-180,Chloride,Body Weight,7.113387395077535e-05
107-inf,0-50,180-365,Chloride,Body Weight,0.00030824678712
107-inf,0-50,365-730,Chloride,Body Weight,0.0002608242044861
107-inf,0-50,730-inf,Chloride,Body Weight,0.0003319580784369
107-inf,0-60,7-14,Chloride,Diastolic Blood Pressure,0.0001185564565846
107-inf,0-60,14-30,Chloride,Diastolic Blood Pressure,0.0002845354958031
107-inf,0-60,30-60,Chloride,Diastolic Blood Pressure,0.0009721629439939
107-inf,0-60,60-90,Chloride,Diastolic Blood Pressure,0.00030824678712
107-inf,0-60,90-180,Chloride,Diastolic Blood Pressure,0.0005927822829231
107-inf,0-60,180-365,Chloride,Diastolic Blood Pressure,0.0005690709916062
107-inf,0-60,365-730,Chloride,Diastolic Blood Pressure,0.0015886565182339
107-inf,0-60,730-inf,Chloride,Diastolic Blood Pressure,0.0046237018068003
107-inf,0-70,0-7,Chloride,Glucose,0.0023237065490586
107-inf,0-70,7-14,Chloride,Glucose,0.0004030919523877
107-inf,0-70,14-30,Chloride,Glucose,0.0008298951960923
107-inf,0-70,30-60,Chloride,Glucose,0.0018020581400863
107-inf,0-70,60-90,Chloride,Glucose,0.0006639161568739
107-inf,0-70,90-180,Chloride,Glucose,7.113387395077535e-05
107-inf,0-70,730-inf,Chloride,Glucose,0.0008061839047754
107-inf,0-8,0-7,Chloride,Calcium,0.0004030919523877
107-inf,0-8,7-14,Chloride,Calcium,7.113387395077535e-05
107-inf,0-8,14-30,Chloride,Calcium,0.00030824678712
107-inf,0-8,30-60,Chloride,Calcium,0.0005690709916062
107-inf,0-8,730-inf,Chloride,Calcium,0.0003319580784369
107-inf,0-90,7-14,Chloride,Systolic Blood Pressure,4.742258263385024e-05
107-inf,0-90,30-60,Chloride,Systolic Blood Pressure,4.742258263385024e-05
107-inf,0-90,60-90,Chloride,Systolic Blood Pressure,7.113387395077535e-05
107-inf,0-90,90-180,Chloride,Systolic Blood Pressure,9.484516526770048e-05
107-inf,0-90,180-365,Chloride,Systolic Blood Pressure,0.0002134016218523
107-inf,0-90,365-730,Chloride,Systolic Blood Pressure,0.0004979371176554
107-inf,0-90,730-inf,Chloride,Systolic Blood Pressure,0.0011855645658462
107-inf,1-1,0-7,Chloride,Creatinine,0.0030113339972494
107-inf,1-1,7-14,Chloride,Creatinine,0.0011618532745293
107-inf,1-1,14-30,Chloride,Creatinine,0.0023948404230094
107-inf,1-1,30-60,Chloride,Creatinine,0.0027030872101294
107-inf,1-1,60-90,Chloride,Creatinine,0.0007350500308246
107-inf,1-1,90-180,Chloride,Creatinine,7.113387395077535e-05
107-inf,1-1,730-inf,Chloride,Creatinine,0.001873192014037
107-inf,1-inf,0-7,Chloride,Creatinine,0.0039360743586095
107-inf,1-inf,7-14,Chloride,Creatinine,2.371129131692512e-05
107-inf,1-inf,14-30,Chloride,Creatinine,7.113387395077535e-05
107-inf,1-inf,30-60,Chloride,Creatinine,0.0003319580784369
107-inf,1-inf,730-inf,Chloride,Creatinine,0.0020865936358894
107-inf,107-inf,0-7,Chloride,Chloride,0.0099824536444254
107-inf,107-inf,7-14,Chloride,Chloride,0.0030350452885664
107-inf,107-inf,14-30,Chloride,Chloride,0.004102053397828
107-inf,107-inf,30-60,Chloride,Chloride,0.0043391663109972
107-inf,107-inf,60-90,Chloride,Chloride,0.0016123678095509
107-inf,107-inf,90-180,Chloride,Chloride,0.00092474036136
107-inf,107-inf,730-inf,Chloride,Chloride,0.0025371081709109
107-inf,120-140,0-7,Chloride,Systolic Blood Pressure,2.371129131692512e-05
107-inf,120-140,7-14,Chloride,Systolic Blood Pressure,0.0005927822829231
107-inf,120-140,14-30,Chloride,Systolic Blood Pressure,9.484516526770048e-05
107-inf,120-140,30-60,Chloride,Systolic Blood Pressure,0.0005690709916062
107-inf,120-140,60-90,Chloride,Systolic Blood Pressure,0.0007113387395077
107-inf,120-140,90-180,Chloride,Systolic Blood Pressure,0.0011855645658462
107-inf,120-140,180-365,Chloride,Systolic Blood Pressure,0.0023237065490586
107-inf,120-140,365-730,Chloride,Systolic Blood Pressure,0.0043391663109972
107-inf,120-140,730-inf,Chloride,Systolic Blood Pressure,0.014866979655712
107-inf,135-145,0-7,Chloride,Sodium,0.0150803812775643
107-inf,135-145,7-14,Chloride,Sodium,0.0048371034286527
107-inf,135-145,14-30,Chloride,Sodium,0.0087968890785792
107-inf,135-145,30-60,Chloride,Sodium,0.0106700810926163
107-inf,135-145,60-90,Chloride,Sodium,0.0045999905154834
107-inf,135-145,90-180,Chloride,Sodium,0.001564945226917
107-inf,135-145,730-inf,Chloride,Sodium,0.0078247261345852
107-inf,140-inf,7-14,Chloride,Systolic Blood Pressure,4.742258263385024e-05
107-inf,140-inf,30-60,Chloride,Systolic Blood Pressure,2.371129131692512e-05
107-inf,140-inf,60-90,Chloride,Systolic Blood Pressure,0.0001422677479015
107-inf,140-inf,90-180,Chloride,Systolic Blood Pressure,0.0003556693697538
107-inf,140-inf,180-365,Chloride,Systolic Blood Pressure,0.0004742258263385
107-inf,140-inf,365-730,Chloride,Systolic Blood Pressure,0.0005690709916062
