cause,effect,lag_bin,cause_type,effect_type,conditional_probability
150-450,0-60,14-30,Platelet Count,Diastolic Blood Pressure,0.0010309278350515
150-450,0-60,30-60,Platelet Count,Diastolic Blood Pressure,0.002061855670103
150-450,0-60,60-90,Platelet Count,Diastolic Blood Pressure,0.002061855670103
150-450,0-60,90-180,Platelet Count,Diastolic Blood Pressure,0.0030927835051546
150-450,0-60,180-365,Platelet Count,Diastolic Blood Pressure,0.0092783505154639
150-450,0-60,365-730,Platelet Count,Diastolic Blood Pressure,0.0185567010309278
150-450,0-60,730-inf,Platelet Count,Diastolic Blood Pressure,0.0144329896907216
150-450,0-90,30-60,Platelet Count,Systolic Blood Pressure,0.0010309278350515
150-450,0-90,90-180,Platelet Count,Systolic Blood Pressure,0.0010309278350515
150-450,0-90,180-365,Platelet Count,Systolic Blood Pressure,0.0030927835051546
150-450,0-90,365-730,Platelet Count,Systolic Blood Pressure,0.0082474226804123
150-450,0-90,730-inf,Platelet Count,Systolic Blood Pressure,0.0092783505154639
150-450,120-140,14-30,Platelet Count,Systolic Blood Pressure,0.0010309278350515
150-450,120-140,30-60,Platelet Count,Systolic Blood Pressure,0.0010309278350515
150-450,120-140,90-180,Platelet Count,Systolic Blood Pressure,0.0041237113402061
150-450,120-140,180-365,Platelet Count,Systolic Blood Pressure,0.0041237113402061
150-450,120-140,365-730,Platelet Count,Systolic Blood Pressure,0.0072164948453608
150-450,120-140,730-inf,Platelet Count,Systolic Blood Pressure,0.0298969072164948
150-450,140-inf,365-730,Platelet Count,Systolic Blood Pressure,0.0010309278350515
150-450,140-inf,730-inf,Platelet Count,Systolic Blood Pressure,0.0123711340206185
150-450,150-170,14-30,Platelet Count,Body Height,0.0010309278350515
150-450,150-170,90-180,Platelet Count,Body Height,0.0030927835051546
150-450,150-170,180-365,Platelet Count,Body Height,0.0041237113402061
150-450,150-170,365-730,Platelet Count,Body Height,0.0092783505154639
150-450,150-170,730-inf,Platelet Count,Body Height,0.0412371134020618
150-450,170-190,14-30,Platelet Count,Body Height,0.0010309278350515
150-450,170-190,30-60,Platelet Count,Body Height,0.0030927835051546
150-450,170-190,60-90,Platelet Count,Body Height,0.0030927835051546
150-450,170-190,90-180,Platelet Count,Body Height,0.0061855670103092
150-450,170-190,180-365,Platelet Count,Body Height,0.0103092783505154
150-450,170-190,365-730,Platelet Count,Body Height,0.0216494845360824
150-450,170-190,730-inf,Platelet Count,Body Height,0.0298969072164948
150-450,50-70,90-180,Platelet Count,Body Weight,0.0010309278350515
150-450,50-70,180-365,Platelet Count,Body Weight,0.002061855670103
150-450,50-70,365-730,Platelet Count,Body Weight,0.0030927835051546
150-450,50-70,730-inf,Platelet Count,Body Weight,0.0123711340206185
150-450,60-80,365-730,Platelet Count,Diastolic Blood Pressure,0.002061855670103
150-450,60-80,730-inf,Platelet Count,Diastolic Blood Pressure,0.0082474226804123
150-450,70-90,14-30,Platelet Count,Body Weight,0.0010309278350515
150-450,70-90,30-60,Platelet Count,Body Weight,0.0010309278350515
150-450,70-90,60-90,Platelet Count,Body Weight,0.0010309278350515
150-450,70-90,90-180,Platelet Count,Body Weight,0.0051546391752577
150-450,70-90,180-365,Platelet Count,Body Weight,0.0051546391752577
150-450,70-90,365-730,Platelet Count,Body Weight,0.0103092783505154
150-450,70-90,730-inf,Platelet Count,Body Weight,0.0474226804123711
150-450,80-90,14-30,Platelet Count,Diastolic Blood Pressure,0.0010309278350515
150-450,80-90,30-60,Platelet Count,Diastolic Blood Pressure,0.0010309278350515
150-450,80-90,60-90,Platelet Count,Diastolic Blood Pressure,0.0010309278350515
150-450,80-90,90-180,Platelet Count,Diastolic Blood Pressure,0.0061855670103092
150-450,80-90,180-365,Platelet Count,Diastolic Blood Pressure,0.0030927835051546
150-450,80-90,365-730,Platelet Count,Diastolic Blood Pressure,0.0092783505154639
150-450,80-90,730-inf,Platelet Count,Diastolic Blood Pressure,0.0371134020618556
150-450,90-120,14-30,Platelet Count,Systolic Blood Pressure,0.0010309278350515
150-450,90-120,30-60,Platelet Count,Systolic Blood Pressure,0.0010309278350515
150-450,90-120,60-90,Platelet Count,Systolic Blood Pressure,0.0030927835051546
150-450,90-120,90-180,Platelet Count,Systolic Blood Pressure,0.0041237113402061
150-450,90-120,180-365,Platelet Count,Systolic Blood Pressure,0.0072164948453608
150-450,90-120,365-730,Platelet Count,Systolic Blood Pressure,0.0144329896907216
150-450,90-120,730-inf,Platelet Count,Systolic Blood Pressure,0.0195876288659793
150-450,90-inf,14-30,Platelet Count,Body Weight,0.0010309278350515
150-450,90-inf,30-60,Platelet Count,Body Weight,0.002061855670103
150-450,90-inf,60-90,Platelet Count,Body Weight,0.002061855670103
150-450,90-inf,90-180,Platelet Count,Body Weight,0.0030927835051546
150-450,90-inf,180-365,Platelet Count,Body Weight,0.0072164948453608
150-450,90-inf,180-365,Platelet Count,Diastolic Blood Pressure,0.002061855670103
150-450,90-inf,365-730,Platelet Count,Body Weight,0.0175257731958762
150-450,90-inf,365-730,Platelet Count,Diastolic Blood Pressure,0.0010309278350515
150-450,90-inf,730-inf,Platelet Count,Body Weight,0.0123711340206185
150-450,90-inf,730-inf,Platelet Count,Diastolic Blood Pressure,0.011340206185567
150-450,Abnormal findings diagnostic imaging heart+coronary circulat (finding),730-inf,Platelet Count,condition,0.0010309278350515
150-450,Acute Cholecystitis,0-7,Platelet Count,condition,0.0051546391752577
150-450,Acute bronchitis (disorder),60-90,Platelet Count,condition,0.0010309278350515
150-450,Acute bronchitis (disorder),365-730,Platelet Count,condition,0.0010309278350515
150-450,Acute bronchitis (disorder),730-inf,Platelet Count,condition,0.002061855670103
150-450,Acute viral pharyngitis (disorder),180-365,Platelet Count,condition,0.0010309278350515
150-450,Acute viral pharyngitis (disorder),730-inf,Platelet Count,condition,0.002061855670103
150-450,Awaiting transplantation of bone marrow (situation),730-inf,Platelet Count,condition,0.0010309278350515
150-450,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,365-730,Platelet Count,immunization,0.002061855670103
150-450,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,Platelet Count,immunization,0.0061855670103092
150-450,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,90-180,Platelet Count,immunization,0.002061855670103
150-450,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,365-730,Platelet Count,immunization,0.002061855670103
