cause,effect,lag_bin,cause_type,effect_type,conditional_probability
150-inf,0-60,180-365,AST (Elevated),Diastolic Blood Pressure,0.0036630036630036
150-inf,0-60,730-inf,AST (Elevated),Diastolic Blood Pressure,0.0036630036630036
150-inf,120-140,14-30,AST (Elevated),Systolic Blood Pressure,0.0036630036630036
150-inf,120-140,90-180,AST (Elevated),Systolic Blood Pressure,0.0036630036630036
150-inf,120-140,180-365,AST (Elevated),Systolic Blood Pressure,0.0036630036630036
150-inf,120-140,365-730,AST (Elevated),Systolic Blood Pressure,0.0109890109890109
150-inf,120-140,730-inf,AST (Elevated),Systolic Blood Pressure,0.0586080586080586
150-inf,140-inf,365-730,AST (Elevated),Systolic Blood Pressure,0.0036630036630036
150-inf,140-inf,730-inf,AST (Elevated),Systolic Blood Pressure,0.0366300366300366
150-inf,150-170,14-30,AST (Elevated),Body Height,0.0036630036630036
150-inf,150-170,90-180,AST (Elevated),Body Height,0.0036630036630036
150-inf,150-170,180-365,AST (Elevated),Body Height,0.0073260073260073
150-inf,150-170,365-730,AST (Elevated),Body Height,0.0183150183150183
150-inf,150-170,730-inf,AST (Elevated),Body Height,0.1062271062271062
150-inf,50-70,180-365,AST (Elevated),Body Weight,0.0036630036630036
150-inf,50-70,365-730,AST (Elevated),Body Weight,0.0036630036630036
150-inf,50-70,730-inf,AST (Elevated),Body Weight,0.0146520146520146
150-inf,60-80,365-730,AST (Elevated),Diastolic Blood Pressure,0.0036630036630036
150-inf,60-80,730-inf,AST (Elevated),Diastolic Blood Pressure,0.0073260073260073
150-inf,70-90,14-30,AST (Elevated),Body Weight,0.0036630036630036
150-inf,70-90,90-180,AST (Elevated),Body Weight,0.0036630036630036
150-inf,70-90,180-365,AST (Elevated),Body Weight,0.0036630036630036
150-inf,70-90,365-730,AST (Elevated),Body Weight,0.0146520146520146
150-inf,70-90,730-inf,AST (Elevated),Body Weight,0.0915750915750915
150-inf,80-90,14-30,AST (Elevated),Diastolic Blood Pressure,0.0036630036630036
150-inf,80-90,90-180,AST (Elevated),Diastolic Blood Pressure,0.0036630036630036
150-inf,80-90,365-730,AST (Elevated),Diastolic Blood Pressure,0.0109890109890109
150-inf,80-90,730-inf,AST (Elevated),Diastolic Blood Pressure,0.0805860805860805
150-inf,90-120,180-365,AST (Elevated),Systolic Blood Pressure,0.0036630036630036
150-inf,90-120,365-730,AST (Elevated),Systolic Blood Pressure,0.0036630036630036
150-inf,90-120,730-inf,AST (Elevated),Systolic Blood Pressure,0.0109890109890109
150-inf,90-inf,180-365,AST (Elevated),Diastolic Blood Pressure,0.0036630036630036
150-inf,90-inf,365-730,AST (Elevated),Diastolic Blood Pressure,0.0036630036630036
150-inf,90-inf,730-inf,AST (Elevated),Diastolic Blood Pressure,0.0146520146520146
150-inf,Acute Cholecystitis,0-7,AST (Elevated),condition,0.0036630036630036
150-inf,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,365-730,AST (Elevated),immunization,0.0073260073260073
150-inf,COVID-19  mRNA  LNP-S  PF  100 mcg/0.5mL dose or 50 mcg/0.25mL dose,730-inf,AST (Elevated),immunization,0.0073260073260073
150-inf,COVID-19  mRNA  LNP-S  PF  30 mcg/0.3 mL dose,730-inf,AST (Elevated),immunization,0.0073260073260073
150-inf,Cholelithiasis,0-7,AST (Elevated),condition,0.0036630036630036
150-inf,Concussion injury of brain (disorder),90-180,AST (Elevated),condition,0.0036630036630036
150-inf,Concussion with loss of consciousness,90-180,AST (Elevated),condition,0.0036630036630036
150-inf,Full-time employment (finding),90-180,AST (Elevated),condition,0.0036630036630036
150-inf,Full-time employment (finding),730-inf,AST (Elevated),condition,0.0219780219780219
150-inf,Gingival disease (disorder),365-730,AST (Elevated),condition,0.0036630036630036
150-inf,Gingival disease (disorder),730-inf,AST (Elevated),condition,0.0036630036630036
150-inf,Gingivitis (disorder),90-180,AST (Elevated),condition,0.0036630036630036
150-inf,Gingivitis (disorder),365-730,AST (Elevated),condition,0.0073260073260073
150-inf,Gingivitis (disorder),730-inf,AST (Elevated),condition,0.0293040293040293
150-inf,Influenza  seasonal  injectable  preservative free,14-30,AST (Elevated),immunization,0.0036630036630036
150-inf,Influenza  seasonal  injectable  preservative free,180-365,AST (Elevated),immunization,0.0073260073260073
150-inf,Influenza  seasonal  injectable  preservative free,365-730,AST (Elevated),immunization,0.0109890109890109
150-inf,Influenza  seasonal  injectable  preservative free,730-inf,AST (Elevated),immunization,0.0512820512820512
150-inf,Injury of knee (disorder),730-inf,AST (Elevated),condition,0.0036630036630036
150-inf,Injury of medial collateral ligament of knee,730-inf,AST (Elevated),condition,0.0036630036630036
150-inf,Leaking dental filling (finding),730-inf,AST (Elevated),condition,0.0036630036630036
150-inf,Limited social contact (finding),730-inf,AST (Elevated),condition,0.0036630036630036
150-inf,Medication review due (situation),90-180,AST (Elevated),condition,0.0036630036630036
150-inf,Medication review due (situation),365-730,AST (Elevated),condition,0.0036630036630036
150-inf,Medication review due (situation),730-inf,AST (Elevated),condition,0.0439560439560439
150-inf,Not in labor force (finding),730-inf,AST (Elevated),condition,0.0073260073260073
150-inf,Osteoarthritis of knee,180-365,AST (Elevated),condition,0.0036630036630036
150-inf,Part-time employment (finding),365-730,AST (Elevated),condition,0.0036630036630036
150-inf,Part-time employment (finding),730-inf,AST (Elevated),condition,0.0109890109890109
150-inf,Polyp of colon,365-730,AST (Elevated),condition,0.0036630036630036
150-inf,Primary dental caries (disorder),365-730,AST (Elevated),condition,0.0036630036630036
150-inf,Primary dental caries (disorder),730-inf,AST (Elevated),condition,0.0036630036630036
150-inf,Reports of violence in the environment (finding),365-730,AST (Elevated),condition,0.0073260073260073
150-inf,Reports of violence in the environment (finding),730-inf,AST (Elevated),condition,0.0036630036630036
150-inf,Social isolation (finding),180-365,AST (Elevated),condition,0.0036630036630036
150-inf,Social isolation (finding),365-730,AST (Elevated),condition,0.0036630036630036
150-inf,Stress (finding),90-180,AST (Elevated),condition,0.0036630036630036
150-inf,Stress (finding),365-730,AST (Elevated),condition,0.0073260073260073
150-inf,Stress (finding),730-inf,AST (Elevated),condition,0.0146520146520146
150-inf,Td (adult)  5 Lf tetanus toxoid  preservative free  adsorbed,14-30,AST (Elevated),immunization,0.0036630036630036
150-inf,Td (adult)  5 Lf tetanus toxoid  preservative free  adsorbed,365-730,AST (Elevated),immunization,0.0036630036630036
150-inf,Unemployed (finding),14-30,AST (Elevated),condition,0.0036630036630036
150-inf,Victim of intimate partner abuse (finding),365-730,AST (Elevated),condition,0.0073260073260073
150-inf,Victim of intimate partner abuse (finding),730-inf,AST (Elevated),condition,0.0073260073260073
150-inf,Viral sinusitis (disorder),730-inf,AST (Elevated),condition,0.0073260073260073
80-150,0-60,14-30,AST (Elevated),Diastolic Blood Pressure,0.0014347202295552
